🕘️更新时间,#genre#
山东教育,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227291/10000100000000060000000001945822_0.smil
山东教育,rtsp://115.153.245.70/PLTV/88888888/224/3221226980/85722602.smil
山东教育,rtsp://115.153.254.81/PLTV/88888888/224/3221226980/85722602.smil
山东教育,rtsp://115.153.240.228:554/PLTV/88888888/224/3221226980/85722602.smil
山东教育,rtsp://115.153.212.72/PLTV/88888888/224/3221226980/85722602.smil
山东教育,rtsp://115.153.247.80/PLTV/88888888/224/3221226980/85722602.smil
山东教育,rtsp://115.153.230.145/PLTV/88888888/224/3221226980/85722602.smil
山东农科,http://58.57.40.22:9901/tsfile/live/1022_1.m3u8
山东齐鲁,http://123.130.84.106:8154/tsfile/live/1001_1.m3u8
山东文旅,http://58.57.40.22:9901/tsfile/live/1023_1.m3u8
山东综艺,http://123.129.70.178:9901/tsfile/live/1001_1.m3u8
山东综艺,http://58.57.40.22:9901/tsfile/live/1021_1.m3u8
青州综合,rtmp://sdqz.chinashadt.com:2036/live/stream:1.stream
东营综合,rtmp://stream.hhek.cn:9936/live/xwzh_sd?shandd

☘️山西频道,#genre#
万荣综合,http://60.222.246.220:19433/hls1.m3u8
大宁综合,http://live.daningtv.com/aac_dngb/playlist.m3u8
长子综合,https://www.wxhcgbds.com:8081/channelTv/WXTV_1.m3u8?zshanxd
长子综合,rtmp://zzlive.zzc-media.com/live/xwzh
黎城综合,http://111.53.96.67:8081/live/1/index.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]

☘️安徽频道,#genre#
安徽国际,http://vapi.91kds.cc/live2/ahtv2.m3u8?id=ahgj&apiKey=2079b631b519ec17da0bc09844eb8419
安徽影视,http://112.132.10.54:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
安徽影视,http://112.132.10.54:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=0&authid=0
安徽影视,http://112.27.235.94:8000/hls/24/index.m3u8
安徽影视,http://vapi.91kds.cc/live2/ahtv2.m3u8?id=ahys&apiKey=2079b631b519ec17da0bc09844eb8419
安徽导视,http://dspdhls.appcoo.com:8888/live/dspd/index.m3u8
合肥新闻,http://112.27.235.94:8000/hls/18/index.m3u8
固镇新闻,http://www.guzhenm.com:7001/hls/hd-live.m3u8
祁门综合,rtmp://tv.qmxrmt.com/chan/ch1
祁门综合,rtmp://tv.qmxrmt.com/chan/ch1?zanhd
灵璧综合,http://live.cms.anhuinews.com/video/s10003-lbtv/index.m3u8
涡阳新闻综合,http://220.180.124.18:888/live/ch0.m3u8
亳州农村,http://zbbf2.ahbztv.com/live/418.m3u8

☘️宁夏频道,#genre#
宁夏经济,http://satellitepull.cnr.cn/live/wxnxjjgb/playlist.m3u8
宁夏经济,https://satellitepull.cnr.cn/live/wxnxjjgb/playlist.m3u8

☘️吉林频道,#genre#
吉林乡村,http://satellitepull.cnr.cn/live/wxjlxcgb/playlist.m3u8
吉林乡村,https://satellitepull.cnr.cn/live/wxjlxcgb/playlist.m3u8
延边-2,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=feadb4&tk=6949f8ce7202

☘️内蒙古频道,#genre#

☘️云南频道,#genre#
云南娱乐,https://hwapi.yntv.net/62hdvf/q9vs1b.m3u8

☘️青海频道,#genre#

☘️黑龙江频道,#genre#
黑龙江都市,http://112.99.193.34:9901/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江都市,http://111.43.126.240:9003/hls/9/index.m3u8
哈尔滨新闻综合,https://stream.hrbtv.net/xwzh/sd/live.m3u8
哈尔滨新闻综合,http://stream.hrbtv.net/xwzh/sd/live.m3u8
哈尔滨影视,http://stream.hrbtv.net/yspd/sd/live.m3u8
哈尔滨影视,http://stream.hrbtv.net/yspd/sd/live.m3u8?zheild
哈尔滨影视,https://stream.hrbtv.net/yspd/sd/live.m3u8
哈尔滨影视,http://111.43.126.240:9003/hls/5/index.m3u8
哈尔滨资讯,http://stream.hrbtv.net/zxpd/sd/live.m3u8
哈尔滨生活,http://stream.hrbtv.net/shpd/sd/live.m3u8?zheild
哈尔滨娱乐,https://stream.hrbtv.net/ylpd/sd/live.m3u8
哈尔滨娱乐,http://stream.hrbtv.net/ylpd/sd/live.m3u8?zheild
大庆新闻综合,https://stream.hrbtv.net/zxpd/sd/live.m3u8
大庆新闻综合,rtmp://masterpull.hljtv.com/live/4WdrZLCq
七台河新闻综合,http://live.qthnews.org.cn:1935/live/live1/800k/tzwj_video.m3u8
佳木斯新闻综合,http://live.qthnews.org.cn:1935/live/live2/800k/tzwj_video.m3u8
佳木斯新闻综合,rtmp://masterpull.hljtv.com/live/l9wQtsVs
齐齐哈尔新闻综合,rtmp://masterpull.hljtv.com/live/dUi8b96l

🌊港·澳·台,#genre#
纬来育乐,rtmp://9hv9.mine.nu/sat/tv701
纬来育乐,rtmp://60.248.77.83/sat/tv701
纬来育乐,rtmp://f13h.mine.nu/sat/tv701
纬来育乐,rtmp://116.93.98.236/sat/tv701.flv
三立台湾,http://zb.xmzb.xyz/123.php?id=⚽马上oppppp一三立台湾
东森电影,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUHWMHCytb2VBItbRCwo0LykwxMoUHpMM_iP4852Z3fkyk8zLr_cHdtRNfGHcdy6CBHw-Gsla_fUeSZd5w4Wac0uJflUo3jPx-syZub8WoZXN8RiuExRGYFHshahLkcavYsTA0xVX1vv5-7vKJhs-n7zwpfIB1QcisXHnKxS0kd5Hze8xeJra-LdG_RCTOfdFcvx03TGauO_eJLMAVKIyz9Q.m3u8?u=1756878715

🎬电影频道,#genre#
黑莓电影,http://111.43.126.240:9003/hls/99/index.m3u8
靖天映画,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUGoAizwDX2ugIXbPbDhCigHfDjvhlcSwubLm2ffedfFXku6bvyJpxyrIEil4B5LpfVMB8A7gpCCrWNvUSRiXXXeWf1ajMfN0PWvetfPYUdZzzDCXtxjUEpQmUqB1RGqWo2mZ7LEjTph_HtLZJTFi16cFluiQqoa-_n1Cz54-LDR4kIN8-KraW11yGB1XUdSi2hqpxIyqWAX8djADiGB2xKg.m3u8?u=1756878715
靖天戏剧,http://8.218.84.3:8885/live/NlAhgdR475_p9pHeKE1G1rILoVl18Qqe36jUsiWqY5S26LQzNA-82o0LSiNo13OGSGiDeEPqIEJVx3us26kmLFaDm0KCC0qIr1Xros8zGoEPNHaFzXQLAiFBlbr6qSvMN5Z7yzGqNwECOOaVoXxtgc_IdHKrPb4FGmjpSksjE4YiIB4zSSExvnI840FbChvM6nuX5fTEJvHNzPV2pAMh-QJEfasmpz5B3lviCX9MWMdXaAo8lT1pjXYD8bOrAEL1aJIrb60F_VojtF9C3btvEQ.m3u8?u=1757123819
天映经典,http://mypanel-4k.com:80/me52pjdqa6/dt2t9r16ja/1165791
龙祥电影,http://free.cnlive.club/channel/67548a4f.m3u8
东森洋片,http://free.cnlive.club/channel/n7160b4.m3u8
